code	primaryCategory	secondaryCategory
M-04090	NECROPSY, GROSS	Morphology
M-31600	NECROPSY, GROSS	Morphology
M-37000	NECROPSY, GROSS	Morphology
M-81403	NECROPSY, GROSS	Morphology
M-36301	NECROPSY, GROSS	Morphology
M-74300	NECROPSY, GROSS	Morphology
M-37020	NECROPSY, GROSS	Morphology
M-54110	NECROPSY, GROSS	Morphology
M-33300	NECROPSY, GROSS	Morphology
M-80000	NECROPSY, GROSS	Morphology
M-71800	NECROPSY, GROSS	Morphology
M-49400	NECROPSY, GROSS	Morphology
M-21510	NECROPSY, GROSS	Morphology
M-21620	NECROPSY, GROSS	Morphology
M-41770	NECROPSY, GROSS	Morphology
M-14430	NECROPSY, GROSS	Morphology
M-37008	NECROPSY, GROSS	Morphology
M-40600	NECROPSY, GROSS	Morphology
M-26730	NECROPSY, GROSS	Morphology
M-02750	NECROPSY, GROSS	Morphology
M-76000	NECROPSY, GROSS	Morphology
M-40200	NECROPSY, GROSS	Morphology
M-41750	NECROPSY, GROSS	Morphology
M-55110	NECROPSY, GROSS	Morphology
M-54730	NECROPSY, GROSS	Morphology
M-YY016	NECROPSY, GROSS	Morphology
M-40002	NECROPSY, GROSS	Morphology
M-14000	NECROPSY, GROSS	Morphology
M-36110	NECROPSY, GROSS	Morphology
M-14007	NECROPSY, GROSS	Morphology
M-37005	NECROPSY, GROSS	Morphology
M-26000	NECROPSY, GROSS	Morphology
M-81406	NECROPSY, GROSS	Morphology
M-80001	NECROPSY, GROSS	Morphology
M-83700	NECROPSY, GROSS	Morphology
M-71003	NECROPSY, GROSS	Morphology
M-21800	NECROPSY, GROSS	Morphology
M-40300	NECROPSY, GROSS	Morphology
M-01500	NECROPSY, GROSS	Morphology
M-34005	NECROPSY, GROSS	Morphology
M-41500	NECROPSY, GROSS	Morphology
M-39820	NECROPSY, GROSS	Morphology
M-37300	NECROPSY, GROSS	Morphology
E-YY177	NECROPSY, GROSS	Etiology
E-90020	NECROPSY, GROSS	Etiology
F-79020	NECROPSY, GROSS	Function
F-01790	NECROPSY, GROSS	Function
F-61320	NECROPSY, GROSS	Function
F-12706	NECROPSY, GROSS	Function
F-11823	NECROPSY, GROSS	Function
F-31010	NECROPSY, GROSS	Function
F-31040	NECROPSY, GROSS	Function
F-31600	NECROPSY, GROSS	Function
F-12992	NECROPSY, GROSS	Function
F-YY013	NECROPSY, GROSS	Function
D-71161	NECROPSY, GROSS	Disease
D-65020	NECROPSY, GROSS	Disease
D-10110	NECROPSY, GROSS	Disease
D-Y0100	NECROPSY, GROSS	Disease
P-12200	NECROPSY, GROSS	Procedure
P-60310	NECROPSY, GROSS	Procedure
T-08000	NECROPSY, GROSS	Topography
T-01000	NECROPSY, GROSS	Topography
T-56000	NECROPSY, GROSS	Topography
T-32000	NECROPSY, GROSS	Topography
T-X2000	NECROPSY, GROSS	Topography
T-89000	NECROPSY, GROSS	Topography
T-58000	NECROPSY, GROSS	Topography
T-10600	NECROPSY, GROSS	Topography
T-00100	NECROPSY, GROSS	Topography
T-21000	NECROPSY, GROSS	Topography
T-58500	NECROPSY, GROSS	Topography
T-32100	NECROPSY, GROSS	Topography
T-11700	NECROPSY, GROSS	Topography
T-93000	NECROPSY, GROSS	Topography
T-03100	NECROPSY, GROSS	Topography
T-68000	NECROPSY, GROSS	Topography
T-02500	NECROPSY, GROSS	Topography
T-13600	NECROPSY, GROSS	Topography
T-7X100	NECROPSY, GROSS	Topography
T-Y9220	NECROPSY, GROSS	Topography
T-10920	NECROPSY, GROSS	Topography
T-89480	NECROPSY, GROSS	Topography
T-54910	NECROPSY, GROSS	Topography
T-12700	NECROPSY, GROSS	Topography
T-10500	NECROPSY, GROSS	Topography
T-65000	NECROPSY, GROSS	Topography
T-33010	NECROPSY, GROSS	Topography
T-08710	NECROPSY, GROSS	Topography
T-2X120	NECROPSY, GROSS	Topography
T-08560	NECROPSY, GROSS	Topography
T-09020	NECROPSY, GROSS	Topography
T-67090	NECROPSY, GROSS	Topography
T-54590	NECROPSY, GROSS	Topography
T-12040	NECROPSY, GROSS	Topography
T-82900	NECROPSY, GROSS	Topography
T-02545	NECROPSY, GROSS	Topography
T-80400	NECROPSY, GROSS	Topography
T-X0900	NECROPSY, GROSS	Topography
T-65300	NECROPSY, GROSS	Topography
T-88000	NECROPSY, GROSS	Topography
T-64900	NECROPSY, GROSS	Topography
T-Y9500	NECROPSY, GROSS	Topography
T-02852	NECROPSY, GROSS	Topography
T-Y9420	NECROPSY, GROSS	Topography
M-70700	NECROPSY, GROSS	Morphology
M-32200	NECROPSY, GROSS	Morphology
M-36500	NECROPSY, GROSS	Morphology
M-46070	NECROPSY, GROSS	Morphology
M-72200	NECROPSY, GROSS	Morphology
M-34160	NECROPSY, GROSS	Morphology
M-50000	NECROPSY, GROSS	Morphology
M-59180	NECROPSY, GROSS	Morphology
M-33380	NECROPSY, GROSS	Morphology
M-32100	NECROPSY, GROSS	Morphology
M-37001	NECROPSY, GROSS	Morphology
M-41002	NECROPSY, GROSS	Morphology
M-71440	NECROPSY, GROSS	Morphology
M-43200	NECROPSY, GROSS	Morphology
M-14110	NECROPSY, GROSS	Morphology
M-33320	NECROPSY, GROSS	Morphology
M-71450	NECROPSY, GROSS	Morphology
M-48400	NECROPSY, GROSS	Morphology
M-12500	NECROPSY, GROSS	Morphology
M-70800	NECROPSY, GROSS	Morphology
M-29600	NECROPSY, GROSS	Morphology
M-52130	NECROPSY, GROSS	Morphology
M-72001	NECROPSY, GROSS	Morphology
M-90500	NECROPSY, GROSS	Morphology
M-77810	NECROPSY, GROSS	Morphology
M-02920	NECROPSY, GROSS	Morphology
M-40031	NECROPSY, GROSS	Morphology
M-02980	NECROPSY, GROSS	Morphology
M-40590	NECROPSY, GROSS	Morphology
M-23600	NECROPSY, GROSS	Morphology
M-12210	NECROPSY, GROSS	Morphology
M-34300	NECROPSY, GROSS	Morphology
M-79310	NECROPSY, GROSS	Morphology
M-40501	NECROPSY, GROSS	Morphology
M-Y8723	NECROPSY, GROSS	Morphology
M-12100	NECROPSY, GROSS	Morphology
M-33010	NECROPSY, GROSS	Morphology
M-54300	NECROPSY, GROSS	Morphology
M-Y7300	NECROPSY, GROSS	Morphology
M-80109	NECROPSY, GROSS	Morphology
M-02960	NECROPSY, GROSS	Morphology
M-12010	NECROPSY, GROSS	Morphology
M-71010	NECROPSY, GROSS	Morphology
M-20300	NECROPSY, GROSS	Morphology
F-61850	NECROPSY, GROSS	Function
F-72240	NECROPSY, GROSS	Function
F-CB780	NECROPSY, GROSS	Function
F-01310	NECROPSY, GROSS	Function
F-YY032	NECROPSY, GROSS	Function
D-76000	NECROPSY, GROSS	Disease
D-41700	NECROPSY, GROSS	Disease
D-51010	NECROPSY, GROSS	Disease
D-44400	NECROPSY, GROSS	Disease
D-05570	NECROPSY, GROSS	Disease
D-50356	NECROPSY, GROSS	Disease
P-11600	NECROPSY, GROSS	Procedure
P-11100	NECROPSY, GROSS	Procedure
E-YY002	NECROPSY, GROSS	Topography
T-71000	NECROPSY, GROSS	Topography
T-D4010	NECROPSY, GROSS	Topography
T-65960	NECROPSY, GROSS	Topography
T-Y4100	NECROPSY, GROSS	Topography
T-78000	NECROPSY, GROSS	Topography
T-06000	NECROPSY, GROSS	Topography
T-48000	NECROPSY, GROSS	Topography
T-X1110	NECROPSY, GROSS	Topography
T-65100	NECROPSY, GROSS	Topography
T-1X010	NECROPSY, GROSS	Topography
T-25910	NECROPSY, GROSS	Topography
T-32300	NECROPSY, GROSS	Topography
T-14700	NECROPSY, GROSS	Topography
T-10310	NECROPSY, GROSS	Topography
T-10180	NECROPSY, GROSS	Topography
T-63850	NECROPSY, GROSS	Topography
T-33400	NECROPSY, GROSS	Topography
T-X1115	NECROPSY, GROSS	Topography
T-Y5000	NECROPSY, GROSS	Topography
T-02424	NECROPSY, GROSS	Topography
T-10100	NECROPSY, GROSS	Topography
T-Y2200	NECROPSY, GROSS	Topography
T-70100	NECROPSY, GROSS	Topography
T-08300	NECROPSY, GROSS	Topography
T-54940	NECROPSY, GROSS	Topography
T-XX500	NECROPSY, GROSS	Topography
T-2Y700	NECROPSY, GROSS	Topography
T-08520	NECROPSY, GROSS	Topography
T-08450	NECROPSY, GROSS	Topography
T-93800	NECROPSY, GROSS	Topography
T-68010	NECROPSY, GROSS	Topography
T-X9090	NECROPSY, GROSS	Topography
T-02830	NECROPSY, GROSS	Topography
T-55100	NECROPSY, GROSS	Topography
T-02412	NECROPSY, GROSS	Topography
T-Y4000	NECROPSY, GROSS	Topography
T-65900	NECROPSY, GROSS	Topography
T-29330	NECROPSY, GROSS	Topography
T-02130	NECROPSY, GROSS	Topography
T-51100	NECROPSY, GROSS	Topography
T-X1400	NECROPSY, GROSS	Topography
T-XY000	NECROPSY, GROSS	Topography
T-14100	NECROPSY, GROSS	Topography
T-Y2000	NECROPSY, GROSS	Topography
T-31010	NECROPSY, GROSS	Topography
T-86222	NECROPSY, GROSS	Topography
T-2X110	NECROPSY, GROSS	Topography
T-11730	NECROPSY, GROSS	Topography
T-X2050	NECROPSY, GROSS	Topography
T-XY020	NECROPSY, GROSS	Topography
T-74120	NECROPSY, GROSS	Topography
T-28100	NECROPSY, GROSS	Topography
M-14200	NECROPSY, GROSS	Morphology
M-57510	NECROPSY, GROSS	Morphology
M-51100	NECROPSY, GROSS	Morphology
M-34100	NECROPSY, GROSS	Morphology
M-36140	NECROPSY, GROSS	Morphology
M-53100	NECROPSY, GROSS	Morphology
M-20000	NECROPSY, GROSS	Morphology
M-40500	NECROPSY, GROSS	Morphology
M-33770	NECROPSY, GROSS	Morphology
M-36101	NECROPSY, GROSS	Morphology
M-14400	NECROPSY, GROSS	Morphology
M-38001	NECROPSY, GROSS	Morphology
M-02610	NECROPSY, GROSS	Morphology
M-36530	NECROPSY, GROSS	Morphology
M-22660	NECROPSY, GROSS	Morphology
M-03020	NECROPSY, GROSS	Morphology
M-37002	NECROPSY, GROSS	Morphology
M-20400	NECROPSY, GROSS	Morphology
M-31580	NECROPSY, GROSS	Morphology
M-20500	NECROPSY, GROSS	Morphology
M-54002	NECROPSY, GROSS	Morphology
M-54750	NECROPSY, GROSS	Morphology
M-50001	NECROPSY, GROSS	Morphology
M-46240	NECROPSY, GROSS	Morphology
M-38030	NECROPSY, GROSS	Morphology
M-22680	NECROPSY, GROSS	Morphology
M-40640	NECROPSY, GROSS	Morphology
M-14100	NECROPSY, GROSS	Morphology
M-42000	NECROPSY, GROSS	Morphology
M-12040	NECROPSY, GROSS	Morphology
M-36380	NECROPSY, GROSS	Morphology
M-33540	NECROPSY, GROSS	Morphology
M-Y3710	NECROPSY, GROSS	Morphology
M-76400	NECROPSY, GROSS	Morphology
M-31070	NECROPSY, GROSS	Morphology
F-35250	NECROPSY, GROSS	Function
F-62370	NECROPSY, GROSS	Function
F-12700	NECROPSY, GROSS	Function
F-YYFEC	NECROPSY, GROSS	Function
F-YY050	NECROPSY, GROSS	Function
D-60310	NECROPSY, GROSS	Disease
D-76100	NECROPSY, GROSS	Disease
D-85610	NECROPSY, GROSS	Disease
D-50140	NECROPSY, GROSS	Disease
D-YY007	NECROPSY, GROSS	Disease
D-20050	NECROPSY, GROSS	Disease
D-05250	NECROPSY, GROSS	Disease
D-71000	NECROPSY, GROSS	Disease
D-01370	NECROPSY, GROSS	Disease
D-C7213	NECROPSY, GROSS	Disease
D-85760	NECROPSY, GROSS	Disease
D-77141	NECROPSY, GROSS	Disease
D-I8141	NECROPSY, GROSS	Disease
D-80820	NECROPSY, GROSS	Disease
D-15063	NECROPSY, GROSS	Disease
P-YY114	NECROPSY, GROSS	Procedure
T-07000	NECROPSY, GROSS	Topography
T-28000	NECROPSY, GROSS	Topography
T-X7410	NECROPSY, GROSS	Topography
T-62000	NECROPSY, GROSS	Topography
T-35010	NECROPSY, GROSS	Topography
T-31000	NECROPSY, GROSS	Topography
T-59000	NECROPSY, GROSS	Topography
T-33800	NECROPSY, GROSS	Topography
T-29000	NECROPSY, GROSS	Topography
T-X1112	NECROPSY, GROSS	Topography
T-Y0200	NECROPSY, GROSS	Topography
T-D2000	NECROPSY, GROSS	Topography
T-86920	NECROPSY, GROSS	Topography
T-65600	NECROPSY, GROSS	Topography
T-09000	NECROPSY, GROSS	Topography
T-Y8500	NECROPSY, GROSS	Topography
T-Y4220	NECROPSY, GROSS	Topography
T-51030	NECROPSY, GROSS	Topography
T-40300	NECROPSY, GROSS	Topography
T-02487	NECROPSY, GROSS	Topography
T-10830	NECROPSY, GROSS	Topography
T-32400	NECROPSY, GROSS	Topography
T-40000	NECROPSY, GROSS	Topography
T-82910	NECROPSY, GROSS	Topography
T-Y4600	NECROPSY, GROSS	Topography
T-02450	NECROPSY, GROSS	Topography
T-12410	NECROPSY, GROSS	Topography
T-03424	NECROPSY, GROSS	Topography
T-6Y060	NECROPSY, GROSS	Topography
T-03830	NECROPSY, GROSS	Topography
T-53110	NECROPSY, GROSS	Topography
T-00020	NECROPSY, GROSS	Topography
T-X0905	NECROPSY, GROSS	Topography
T-02810	NECROPSY, GROSS	Topography
T-02660	NECROPSY, GROSS	Topography
T-82500	NECROPSY, GROSS	Topography
T-71800	NECROPSY, GROSS	Topography
T-08330	NECROPSY, GROSS	Topography
T-Y6395	NECROPSY, GROSS	Topography
T-Y9800	NECROPSY, GROSS	Topography
T-6Y000	NECROPSY, GROSS	Topography
T-82030	NECROPSY, GROSS	Topography
T-Y8220	NECROPSY, GROSS	Topography
T-Y9480	NECROPSY, GROSS	Topography
T-11570	NECROPSY, GROSS	Topography
T-87020	NECROPSY, GROSS	Topography
T-X1660	NECROPSY, GROSS	Topography
T-67400	NECROPSY, GROSS	Topography
T-78800	NECROPSY, GROSS	Topography
M-54000	NECROPSY, GROSS	Morphology
M-12000	NECROPSY, GROSS	Morphology
M-31500	NECROPSY, GROSS	Morphology
M-YY015	NECROPSY, GROSS	Morphology
M-26200	NECROPSY, GROSS	Morphology
M-95903	NECROPSY, GROSS	Morphology
M-02510	NECROPSY, GROSS	Morphology
M-02570	NECROPSY, GROSS	Morphology
M-YY043	NECROPSY, GROSS	Morphology
M-49460	NECROPSY, GROSS	Morphology
M-49004	NECROPSY, GROSS	Morphology
M-49420	NECROPSY, GROSS	Morphology
M-41600	NECROPSY, GROSS	Morphology
M-36260	NECROPSY, GROSS	Morphology
M-72600	NECROPSY, GROSS	Morphology
M-31700	NECROPSY, GROSS	Morphology
M-72003	NECROPSY, GROSS	Morphology
M-03012	NECROPSY, GROSS	Morphology
M-10045	NECROPSY, GROSS	Morphology
M-49130	NECROPSY, GROSS	Morphology
M-10050	NECROPSY, GROSS	Morphology
M-76520	NECROPSY, GROSS	Morphology
M-29360	NECROPSY, GROSS	Morphology
M-59000	NECROPSY, GROSS	Morphology
M-33100	NECROPSY, GROSS	Morphology
M-46840	NECROPSY, GROSS	Morphology
M-10410	NECROPSY, GROSS	Morphology
M-41741	NECROPSY, GROSS	Morphology
M-34006	NECROPSY, GROSS	Morphology
M-71020	NECROPSY, GROSS	Morphology
M-36310	NECROPSY, GROSS	Morphology
M-31650	NECROPSY, GROSS	Morphology
M-80011	NECROPSY, GROSS	Morphology
M-45020	NECROPSY, GROSS	Morphology
M-14003	NECROPSY, GROSS	Morphology
M-35110	NECROPSY, GROSS	Morphology
M-32830	NECROPSY, GROSS	Morphology
E-44820	NECROPSY, GROSS	Etiology
E-44320	NECROPSY, GROSS	Etiology
E-45710	NECROPSY, GROSS	Etiology
E-43020	NECROPSY, GROSS	Etiology
F-13602	NECROPSY, GROSS	Function
F-12213	NECROPSY, GROSS	Function
D-41704	NECROPSY, GROSS	Disease
D-53250	NECROPSY, GROSS	Disease
D-71202	NECROPSY, GROSS	Disease
D-21000	NECROPSY, GROSS	Disease
D-71240	NECROPSY, GROSS	Disease
D-30900	NECROPSY, GROSS	Disease
D-81400	NECROPSY, GROSS	Disease
D-4442V	NECROPSY, GROSS	Disease
D-76550	NECROPSY, GROSS	Disease
D-46022	NECROPSY, GROSS	Disease
D-05600	NECROPSY, GROSS	Disease
D-65110	NECROPSY, GROSS	Disease
D-06550	NECROPSY, GROSS	Disease
T-Y0100	NONSCHD TREATMENT	Topography
T-51000	NONSCHD TREATMENT	Topography
P-91300	NONSCHD TREATMENT	Procedure
P-YY149	NONSCHD TREATMENT	Procedure
J-C1DF1	NONSCHD TREATMENT	Occupation
T-YY470	NONSCHD TREATMENT	Topography
T-00010	NONSCHD TREATMENT	Topography
E-YY225	NONSCHD TREATMENT	Etiology
F-YY017	NONSCHD TREATMENT	Function
F-YYBID	NONSCHD TREATMENT	Function
P-12X20	NONSCHD TREATMENT	Procedure
P-12000	NONSCHD TREATMENT	Procedure
J-YY239	NONSCHD TREATMENT	Occupation
F-YYSID	NONSCHD TREATMENT	Function
J-YY129	NONSCHD TREATMENT	Occupation
T-YY014	NONSCHD TREATMENT	Topography
F-YY016	NONSCHD TREATMENT	Function
F-YYCRI	NONSCHD TREATMENT	Function
P-09000	NONSCHD TREATMENT	Procedure
T-Y1100	NONSCHD TREATMENT	Topography
P-YY104	NONSCHD TREATMENT	Procedure
J-111AO	NONSCHD TREATMENT	Occupation
E-YY083	NONSCHD TREATMENT	Etiology
P-Y3301	NONSCHD TREATMENT	Procedure
J-YY045	NONSCHD TREATMENT	Occupation
J-YPROP	NONSCHD TREATMENT	Occupation
T-6Y102	PARASITOLOGY	Topography
T-65100	PARASITOLOGY	Topography
T-65200	PARASITOLOGY	Topography
T-8X210	PARASITOLOGY	Topography
T-52000	PARASITOLOGY	Topography
E-YY274	PARASITOLOGY	Etiology
E-72130	PARASITOLOGY	Etiology
E-10003	PARASITOLOGY	Etiology
E-YY059	PARASITOLOGY	Etiology
E-YY223	PARASITOLOGY	Etiology
E-YY438	PARASITOLOGY	Etiology
E-45960	PARASITOLOGY	Etiology
F-YY014	PARASITOLOGY	Function
F-YY003	PARASITOLOGY	Function
P-34120	PARASITOLOGY	Procedure
T-01000	PARASITOLOGY	Topography
T-64000	PARASITOLOGY	Topography
T-XY000	PARASITOLOGY	Topography
T-64300	PARASITOLOGY	Topography
T-08510	PARASITOLOGY	Topography
E-13700	PARASITOLOGY	Etiology
E-13750	PARASITOLOGY	Etiology
E-11010	PARASITOLOGY	Etiology
E-16524	PARASITOLOGY	Etiology
E-YY007	PARASITOLOGY	Etiology
F-YY015	PARASITOLOGY	Function
F-62400	PARASITOLOGY	Function
P-35510	PARASITOLOGY	Procedure
P-34150	PARASITOLOGY	Procedure
P-YY126	PARASITOLOGY	Procedure
T-67100	PARASITOLOGY	Topography
T-2X120	PARASITOLOGY	Topography
T-02410	PARASITOLOGY	Topography
E-44320	PARASITOLOGY	Etiology
E-YY073	PARASITOLOGY	Etiology
E-YY215	PARASITOLOGY	Etiology
E-72720	PARASITOLOGY	Etiology
E-48700	PARASITOLOGY	Etiology
P-YY004	PARASITOLOGY	Procedure
T-6Y109	PARASITOLOGY	Topography
E-45970	PARASITOLOGY	Etiology
E-44550	PARASITOLOGY	Etiology
E-YY221	PARASITOLOGY	Etiology
E-YY191	PARASITOLOGY	Etiology
E-YY015	PARASITOLOGY	Etiology
E-72600	PARASITOLOGY	Etiology
E-YY021	PARASITOLOGY	Etiology
E-45440	PARASITOLOGY	Etiology
P-YY129	PARASITOLOGY	Procedure
T-01400	PARASITOLOGY	Topography
T-YY007	PARASITOLOGY	Topography
T-YY891	PARASITOLOGY	Topography
E-YY075	PARASITOLOGY	Etiology
E-44670	PARASITOLOGY	Etiology
E-13713	PARASITOLOGY	Etiology
E-72330	PARASITOLOGY	Etiology
E-24420	PARASITOLOGY	Etiology
E-1270L	PARASITOLOGY	Etiology
E-15710	PARASITOLOGY	Etiology
E-41200	PARASITOLOGY	Etiology
F-YY004	PARASITOLOGY	Function
P-YY136	PARASITOLOGY	Procedure
P-YY130	PARASITOLOGY	Procedure
P-YY119	PARASITOLOGY	Procedure
P-YY002	PARASITOLOGY	Procedure
P-YY003	PARASITOLOGY	Procedure
P-04540	PARASITOLOGY	Procedure
T-YY505	PARASITOLOGY	Topography
T-6Y101	PARASITOLOGY	Topography
T-04000	PARASITOLOGY	Topography
T-32000	PARASITOLOGY	Topography
M-40000	PARASITOLOGY	Morphology
E-44570	PARASITOLOGY	Etiology
E-44120	PARASITOLOGY	Etiology
E-72001	PARASITOLOGY	Etiology
E-52020	PARASITOLOGY	Etiology
E-25040	PARASITOLOGY	Etiology
E-YY437	PARASITOLOGY	Etiology
E-45450	PARASITOLOGY	Etiology
P-36010	PARASITOLOGY	Procedure
P-YY152	PARASITOLOGY	Procedure
T-Y0200	PARASITOLOGY	Topography
T-Y0100	PARASITOLOGY	Topography
E-40410	PARASITOLOGY	Etiology
E-721X0	PARASITOLOGY	Etiology
E-YY058	PARASITOLOGY	Etiology
E-15220	PARASITOLOGY	Etiology
P-34510	PARASITOLOGY	Procedure
P-YY047	PARASITOLOGY	Procedure
J-YY030	PARASITOLOGY	Occupation
J-D6097	PARASITOLOGY	Occupation
T-6Y100	PARASITOLOGY	Topography
T-67000	PARASITOLOGY	Topography
T-6Y050	PARASITOLOGY	Topography
T-04010	PARASITOLOGY	Topography
T-54910	PARASITOLOGY	Topography
T-50500	PARASITOLOGY	Topography
E-44820	PARASITOLOGY	Etiology
E-YY102	PARASITOLOGY	Etiology
E-44160	PARASITOLOGY	Etiology
E-YY220	PARASITOLOGY	Etiology
E-YY275	PARASITOLOGY	Etiology
E-YY060	PARASITOLOGY	Etiology
E-48720	PARASITOLOGY	Etiology
E-48730	PARASITOLOGY	Etiology
P-YY005	PARASITOLOGY	Procedure
P-YY135	PARASITOLOGY	Procedure
T-56000	PATHOLOGY, BIOPSY	Topography
T-71000	PATHOLOGY, BIOPSY	Topography
T-02464	PATHOLOGY, BIOPSY	Topography
T-63600	PATHOLOGY, BIOPSY	Topography
T-79100	PATHOLOGY, BIOPSY	Topography
T-02150	PATHOLOGY, BIOPSY	Topography
T-51020	PATHOLOGY, BIOPSY	Topography
T-02120	PATHOLOGY, BIOPSY	Topography
T-01310	PATHOLOGY, BIOPSY	Topography
T-03450	PATHOLOGY, BIOPSY	Topography
T-56260	PATHOLOGY, BIOPSY	Topography
T-03822	PATHOLOGY, BIOPSY	Topography
T-04300	PATHOLOGY, BIOPSY	Topography
T-02641	PATHOLOGY, BIOPSY	Topography
T-02670	PATHOLOGY, BIOPSY	Topography
T-12000	PATHOLOGY, BIOPSY	Topography
T-06000	PATHOLOGY, BIOPSY	Topography
T-Y1232	PATHOLOGY, BIOPSY	Topography
T-02420	PATHOLOGY, BIOPSY	Topography
T-58400	PATHOLOGY, BIOPSY	Topography
T-03420	PATHOLOGY, BIOPSY	Topography
T-Y1605	PATHOLOGY, BIOPSY	Topography
T-54550	PATHOLOGY, BIOPSY	Topography
T-02545	PATHOLOGY, BIOPSY	Topography
T-54560	PATHOLOGY, BIOPSY	Topography
M-76800	PATHOLOGY, BIOPSY	Morphology
M-88900	PATHOLOGY, BIOPSY	Morphology
M-77810	PATHOLOGY, BIOPSY	Morphology
M-47180	PATHOLOGY, BIOPSY	Morphology
M-47140	PATHOLOGY, BIOPSY	Morphology
M-40003	PATHOLOGY, BIOPSY	Morphology
M-37000	PATHOLOGY, BIOPSY	Morphology
M-33410	PATHOLOGY, BIOPSY	Morphology
M-36100	PATHOLOGY, BIOPSY	Morphology
M-49230	PATHOLOGY, BIOPSY	Morphology
M-33406	PATHOLOGY, BIOPSY	Morphology
M-54001	PATHOLOGY, BIOPSY	Morphology
M-41001	PATHOLOGY, BIOPSY	Morphology
M-75300	PATHOLOGY, BIOPSY	Morphology
M-00100	PATHOLOGY, BIOPSY	Morphology
M-80500	PATHOLOGY, BIOPSY	Morphology
E-90020	PATHOLOGY, BIOPSY	Etiology
F-53853	PATHOLOGY, BIOPSY	Function
D-14000	PATHOLOGY, BIOPSY	Disease
D-YY007	PATHOLOGY, BIOPSY	Disease
D-75710	PATHOLOGY, BIOPSY	Disease
D-06580	PATHOLOGY, BIOPSY	Disease
D-32600	PATHOLOGY, BIOPSY	Disease
D-45270	PATHOLOGY, BIOPSY	Disease
D-YY009	PATHOLOGY, BIOPSY	Disease
P-34510	PATHOLOGY, BIOPSY	Procedure
T-01000	PATHOLOGY, BIOPSY	Topography
T-71300	PATHOLOGY, BIOPSY	Topography
T-Y0300	PATHOLOGY, BIOPSY	Topography
T-1X200	PATHOLOGY, BIOPSY	Topography
T-55000	PATHOLOGY, BIOPSY	Topography
T-51000	PATHOLOGY, BIOPSY	Topography
T-81000	PATHOLOGY, BIOPSY	Topography
T-03460	PATHOLOGY, BIOPSY	Topography
T-63140	PATHOLOGY, BIOPSY	Topography
T-67010	PATHOLOGY, BIOPSY	Topography
T-40000	PATHOLOGY, BIOPSY	Topography
T-50100	PATHOLOGY, BIOPSY	Topography
T-X1900	PATHOLOGY, BIOPSY	Topography
T-68000	PATHOLOGY, BIOPSY	Topography
T-02600	PATHOLOGY, BIOPSY	Topography
T-87000	PATHOLOGY, BIOPSY	Topography
T-98000	PATHOLOGY, BIOPSY	Topography
T-61100	PATHOLOGY, BIOPSY	Topography
T-Y9800	PATHOLOGY, BIOPSY	Topography
T-XX110	PATHOLOGY, BIOPSY	Topography
T-XX200	PATHOLOGY, BIOPSY	Topography
T-88100	PATHOLOGY, BIOPSY	Topography
M-YY015	PATHOLOGY, BIOPSY	Morphology
M-81403	PATHOLOGY, BIOPSY	Morphology
M-69200	PATHOLOGY, BIOPSY	Morphology
M-80901	PATHOLOGY, BIOPSY	Morphology
M-40200	PATHOLOGY, BIOPSY	Morphology
M-71000	PATHOLOGY, BIOPSY	Morphology
M-44000	PATHOLOGY, BIOPSY	Morphology
M-YY009	PATHOLOGY, BIOPSY	Morphology
M-43000	PATHOLOGY, BIOPSY	Morphology
M-40500	PATHOLOGY, BIOPSY	Morphology
M-36620	PATHOLOGY, BIOPSY	Morphology
M-81406	PATHOLOGY, BIOPSY	Morphology
M-76850	PATHOLOGY, BIOPSY	Morphology
M-00110	PATHOLOGY, BIOPSY	Morphology
M-33500	PATHOLOGY, BIOPSY	Morphology
M-35150	PATHOLOGY, BIOPSY	Morphology
M-44180	PATHOLOGY, BIOPSY	Morphology
M-41750	PATHOLOGY, BIOPSY	Morphology
M-12000	PATHOLOGY, BIOPSY	Morphology
M-80103	PATHOLOGY, BIOPSY	Etiology
E-YY177	PATHOLOGY, BIOPSY	Etiology
E-YY073	PATHOLOGY, BIOPSY	Etiology
F-YY014	PATHOLOGY, BIOPSY	Function
J-913A4	PATHOLOGY, BIOPSY	Occupation
T-Y8600	PATHOLOGY, BIOPSY	Topography
T-65300	PATHOLOGY, BIOPSY	Topography
T-02410	PATHOLOGY, BIOPSY	Topography
T-54910	PATHOLOGY, BIOPSY	Topography
T-02480	PATHOLOGY, BIOPSY	Topography
T-6Y109	PATHOLOGY, BIOPSY	Topography
T-63010	PATHOLOGY, BIOPSY	Topography
T-12720	PATHOLOGY, BIOPSY	Topography
T-11710	PATHOLOGY, BIOPSY	Topography
T-28800	PATHOLOGY, BIOPSY	Topography
T-26000	PATHOLOGY, BIOPSY	Topography
T-X3010	PATHOLOGY, BIOPSY	Topography
T-08900	PATHOLOGY, BIOPSY	Topography
T-Y6600	PATHOLOGY, BIOPSY	Topography
T-63520	PATHOLOGY, BIOPSY	Topography
T-X0910	PATHOLOGY, BIOPSY	Topography
T-79300	PATHOLOGY, BIOPSY	Topography
T-71900	PATHOLOGY, BIOPSY	Topography
T-13000	PATHOLOGY, BIOPSY	Topography
T-XX560	PATHOLOGY, BIOPSY	Topography
M-72710	PATHOLOGY, BIOPSY	Morphology
M-33400	PATHOLOGY, BIOPSY	Morphology
M-46840	PATHOLOGY, BIOPSY	Morphology
